id,handle,text,is_retweet,original_author,time,entities,cleaned_text
7.80869e+17,HillaryClinton,"The election is just weeks away. Check if you're registered to vote at https://t.co/HcMAh8ljR0, only takes a few cl… https://t.co/H1H7hAA4XM",True,ddlovato,2016-09-27T20:37:47,"{'user_mentions': [{'id_str': '21111883', 'name': 'Demi Lovato', 'id': 21111883, 'screen_name': 'ddlovato', 'indices': [3, 12]}], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [85, 108], 'url': 'https://t.co/HcMAh8ljR0'}], 'hashtags': []}",the election is just weeks away check if youre registered to vote at httpstcohcmahljr only takes a few cl httpstcohhhaaxm
7.80867e+17,realDonaldTrump,"On National #VoterRegistrationDay, make sure you're registered to vote so we can #MakeAmericaGreatAgain… https://t.co/0wib6UEZON",True,GOP,2016-09-27T20:31:14,"{'user_mentions': [{'id_str': '11134252', 'name': 'GOP', 'id': 11134252, 'screen_name': 'GOP', 'indices': [3, 7]}], 'symbols': [], 'urls': [{'display_url': 'gop.cm/BCp82t', 'expanded_url': 'http://gop.cm/BCp82t', 'indices': [113, 136], 'url': 'https://t.co/GKcaLkx8C8'}], 'hashtags': [{'text': 'VoterRegistrationDay', 'indices': [21, 42]}, {'text': 'MakeAmericaGreatAgain', 'indices': [90, 112]}]}",on national voterregistrationday make sure youre registered to vote so we can makeamericagreatagain httpstcowibuezon
7.80863e+17,realDonaldTrump,"Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: 
https://t.co/zhkEfUouHH",False,,2016-09-27T20:14:33,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bit.ly/2d4cDe8', 'expanded_url': 'http://bit.ly/2d4cDe8', 'indices': [88, 111], 'url': 'https://t.co/zhkEfUouHH'}], 'hashtags': []}","hillary clintons campaign continues to make false claims about foundation disclosure 
httpstcozhkefuouhh"
7.80861e+17,realDonaldTrump,"'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @WashTimes. #MAGA
https://t.co/PGimqYKPoJ",False,,2016-09-27T20:06:25,"{'user_mentions': [{'id_str': '14662354', 'name': 'The Washington Times', 'id': 14662354, 'screen_name': 'WashTimes', 'indices': [90, 100]}], 'symbols': [], 'urls': [{'display_url': 'm.washingtontimes.com/news/2016/sep/…', 'expanded_url': 'http://m.washingtontimes.com/news/2016/sep/27/cnbc-time-magazine-online-polls-say-donald-trump-w/', 'indices': [108, 131], 'url': 'https://t.co/PGimqYKPoJ'}], 'hashtags': [{'text': 'MAGA', 'indices': [102, 107]}]}","cnbc time magazine online polls say donald trump won the first presidential debate via washtimes maga
httpstcopgimqykpoj"
7.80859e+17,HillaryClinton,Donald Trump lied to the American people at least 58 times during the first presidential debate. (We counted.) https://t.co/h43O6Rws4S,False,,2016-09-27T19:59:28,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2dhVg7q', 'expanded_url': 'http://hrc.io/2dhVg7q', 'indices': [111, 134], 'url': 'https://t.co/h43O6Rws4S'}], 'hashtags': []}",donald trump lied to the american people at least  times during the first presidential debate we counted httpstcohorwss
7.80859e+17,realDonaldTrump,Great afternoon in Little Havana with Hispanic community leaders. Thank you for your support! #ImWithYou https://t.co/vxWZ2tyJTF,False,,2016-09-27T19:59:04,"{'media': [{'display_url': 'pic.twitter.com/vxWZ2tyJTF', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/780859319319400448/photo/1', 'sizes': {'large': {'h': 744, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 744, 'resize': 'fit', 'w': 1024}, 'small': {'h': 494, 'resize': 'fit', 'w': 680}}, 'id_str': '780859278236286976', 'indices': [105, 128], 'id': 780859278236286976, 'url': 'https://t.co/vxWZ2tyJTF', 'media_url_https': 'https://pbs.twimg.com/media/CtYrYFrXgAAuBQo.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtYrYFrXgAAuBQo.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'ImWithYou', 'indices': [94, 104]}]}",great afternoon in little havana with hispanic community leaders thank you for your support imwithyou httpstcovxwztyjtf
7.80854e+17,realDonaldTrump,"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",False,,2016-09-27T19:37:22,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MAGA', 'indices': [132, 137]}]}",in the last  hrs we have raised over m from online donations and national call day and were still going thank you america maga
7.80852e+17,HillaryClinton,"“She gained about 55 pounds in...9 months. She was like an eating machine.” —Trump, a man who wants to be president: https://t.co/1ht91eZCyw",False,,2016-09-27T19:31:01,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bzfd.it/2dpfu17', 'expanded_url': 'http://bzfd.it/2dpfu17', 'indices': [117, 140], 'url': 'https://t.co/1ht91eZCyw'}], 'hashtags': []}",she gained about  pounds in months she was like an eating machine trump a man who wants to be president httpstcohtezcyw
7.80841e+17,HillaryClinton,It's #NationalVoterRegistrationDay. Celebrate by registering to vote → https://t.co/tTgeqxNqYm https://t.co/R6lVvgLECG,False,,2016-09-27T18:45:39,"{'media': [{'display_url': 'pic.twitter.com/R6lVvgLECG', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780840847256453120/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '780840750967844864', 'indices': [95, 118], 'id': 780840750967844864, 'url': 'https://t.co/R6lVvgLECG', 'media_url_https': 'https://pbs.twimg.com/media/CtYahqOWcAAGMXX.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtYahqOWcAAGMXX.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [71, 94], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [5, 34]}]}",its nationalvoterregistrationday celebrate by registering to vote  httpstcottgeqxnqym httpstcorlvvglecg
7.80832e+17,HillaryClinton,"""I love this country.
I’m proud of this country.
I want to be a leader who brings people together.""
—Hillary #LoveTrumpsHate",False,,2016-09-27T18:12:06,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'LoveTrumpsHate', 'indices': [109, 124]}]}","i love this country
im proud of this country
i want to be a leader who brings people together
hillary lovetrumpshate"
7.80832e+17,HillaryClinton,"We don’t want to turn against each other.
We want to work with one another.
We want to set big goals in this country.
#StrongerTogether",False,,2016-09-27T18:10:07,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'StrongerTogether', 'indices': [118, 135]}]}","we dont want to turn against each other
we want to work with one another
we want to set big goals in this country
strongertogether"
7.80831e+17,HillaryClinton,"""What we hear from my opponent is dangerously incoherent. It's unclear what he's saying, but words matter."" —Hillary",False,,2016-09-27T18:06:28,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",what we hear from my opponent is dangerously incoherent its unclear what hes saying but words matter hillary
7.80831e+17,HillaryClinton,One candidate made it clear he wasn’t prepared for last night’s debate. The other made it clear she’s prepared to b… https://t.co/InYZBmnbBM,False,,2016-09-27T18:05:27,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780830729760485378', 'indices': [117, 140], 'url': 'https://t.co/InYZBmnbBM'}], 'hashtags': []}",one candidate made it clear he wasnt prepared for last nights debate the other made it clear shes prepared to b httpstcoinyzbmnbbm
7.8083e+17,HillaryClinton,"""What kind of a person would want to root for 9 million families losing their homes?

One who should never be president."" —Hillary on Trump",False,,2016-09-27T18:02:54,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","what kind of a person would want to root for  million families losing their homes

one who should never be president hillary on trump"
7.80829e+17,HillaryClinton,"""I don’t think that any family should have to pay more than 10% of their income on child care.” —Hillary https://t.co/pepW0auI8n",False,,2016-09-27T17:58:15,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2cTc9Sz', 'expanded_url': 'http://hrc.io/2cTc9Sz', 'indices': [105, 128], 'url': 'https://t.co/pepW0auI8n'}], 'hashtags': []}",i dont think that any family should have to pay more than  of their income on child care hillary httpstcopepwauin
7.80828e+17,HillaryClinton,"""I’m really glad my dad never had a contract with Donald Trump.” —Hillary https://t.co/un2YiRLEYF",False,,2016-09-27T17:55:26,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/0697121c-713…', 'expanded_url': 'https://amp.twimg.com/v/0697121c-7131-4bbb-b406-87f1aacf93d9', 'indices': [74, 97], 'url': 'https://t.co/un2YiRLEYF'}], 'hashtags': []}",im really glad my dad never had a contract with donald trump hillary httpstcounyirleyf
7.80828e+17,HillaryClinton,"When you work hard, you should not be living in poverty. https://t.co/86sTOCAkkq",False,,2016-09-27T17:52:47,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2cTb7Gg', 'expanded_url': 'http://hrc.io/2cTb7Gg', 'indices': [57, 80], 'url': 'https://t.co/86sTOCAkkq'}], 'hashtags': []}",when you work hard you should not be living in poverty httpstcostocakkq
7.80826e+17,realDonaldTrump,"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!",False,,2016-09-27T17:47:36,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",well now theyre saying that i not only won the nbc presidential forum but last night the big debate nice
7.80825e+17,HillaryClinton,"""We may have a record-setting turnout in this election.

We could have the biggest turnout we've ever had."" https://t.co/tTgeqxNqYm",False,,2016-09-27T17:44:07,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [108, 131], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': []}","we may have a recordsetting turnout in this election

we could have the biggest turnout weve ever had httpstcottgeqxnqym"
7.80824e+17,HillaryClinton,"""You can go to https://t.co/tTgeqxNqYm to make sure you are registered. And I hope you all will.” —Hillary #NationalVoterRegistrationDay",False,,2016-09-27T17:40:05,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [15, 38], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [107, 136]}]}",you can go to httpstcottgeqxnqym to make sure you are registered and i hope you all will hillary nationalvoterregistrationday
7.80823e+17,HillaryClinton,Join Hillary live in NC for her first rally since winning last night's debate → https://t.co/DzEpIDf7HY #NationalVoterRegistrationDay,False,,2016-09-27T17:35:08,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2ddqJWT', 'expanded_url': 'http://hrc.io/2ddqJWT', 'indices': [80, 103], 'url': 'https://t.co/DzEpIDf7HY'}], 'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [104, 133]}]}",join hillary live in nc for her first rally since winning last nights debate  httpstcodzepidfhy nationalvoterregistrationday
7.80819e+17,HillaryClinton,So. Everything you're feeling after #Debates2016? It's #NationalVoterRegistrationDay. PLEASE:… https://t.co/YnOtJL8bW7,True,shondarhimes,2016-09-27T17:20:13,"{'user_mentions': [{'id_str': '17565514', 'name': 'shonda rhimes', 'id': 17565514, 'screen_name': 'shondarhimes', 'indices': [3, 16]}], 'symbols': [], 'urls': [{'display_url': 'iwillvote.com', 'expanded_url': 'http://iwillvote.com', 'indices': [112, 135], 'url': 'https://t.co/8cVIWvmWdf'}], 'hashtags': [{'text': 'Debates2016', 'indices': [54, 66]}, {'text': 'NationalVoterRegistrationDay', 'indices': [73, 102]}]}",so everything youre feeling after debates its nationalvoterregistrationday please httpstcoynotjlbw
7.80816e+17,HillaryClinton,"“Donald just criticized me for preparing for this debate. And you know what else I prepared for?

I prepared to be… https://t.co/QjB01msPaT",False,,2016-09-27T17:07:22,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780816109700124672', 'indices': [116, 139], 'url': 'https://t.co/QjB01msPaT'}], 'hashtags': []}","donald just criticized me for preparing for this debate and you know what else i prepared for

i prepared to be httpstcoqjbmspat"
7.80814e+17,realDonaldTrump,"Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd",False,,2016-09-27T16:58:58,"{'user_mentions': [{'id_str': '757587319', 'name': 'John H Sununu', 'id': 757587319, 'screen_name': 'GovernorSununu', 'indices': [32, 47]}], 'symbols': [], 'urls': [{'display_url': 'donaldjtrump.com/press-releases…', 'expanded_url': 'https://www.donaldjtrump.com/press-releases/john-h.-sununu-endorses-donald-j.-trump', 'indices': [56, 79], 'url': 'https://t.co/8BEeQPsuyd'}], 'hashtags': [{'text': 'MAGA', 'indices': [49, 54]}]}","thank you for your endorsement governorsununu maga 
httpstcobeeqpsuyd"
7.80813e+17,HillaryClinton,Hillary was the winner of the first presidential debate—and newspapers across America agree. #SheWon… https://t.co/oDiUHd0eXO,False,,2016-09-27T16:54:22,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780812840529723392', 'indices': [102, 125], 'url': 'https://t.co/oDiUHd0eXO'}], 'hashtags': [{'text': 'SheWon', 'indices': [93, 100]}]}",hillary was the winner of the first presidential debateand newspapers across america agree shewon httpstcoodiuhdexo
7.80809e+17,HillaryClinton,"Trump sobre Alicia Machado en 1996: ""Miss Piggy""

Esta mañana: ""Aumentó mucho de peso... era un problema serio"". https://t.co/Sv92DhXTPJ",True,Hillary_esp,2016-09-27T16:37:19,"{'user_mentions': [{'id_str': '755024857373474816', 'name': 'Hillary en español', 'id': 755024857373474816, 'screen_name': 'Hillary_esp', 'indices': [3, 15]}], 'symbols': [], 'urls': [], 'hashtags': []}","trump sobre alicia machado en  miss piggy

esta maana aument mucho de peso era un problema serio httpstcosvdhxtpj"
7.80807e+17,HillaryClinton,Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegistered… https://t.co/9ovdecqadN,True,JoeBiden,2016-09-27T16:29:30,"{'user_mentions': [{'id_str': '939091', 'name': 'Joe Biden', 'id': 939091, 'screen_name': 'JoeBiden', 'indices': [3, 12]}, {'id_str': '1339835893', 'name': 'Hillary Clinton', 'id': 1339835893, 'screen_name': 'HillaryClinton', 'indices': [51, 66]}, {'id_str': '1697174628', 'name': 'Katie McGinty', 'id': 1697174628, 'screen_name': 'KatieMcGintyPA', 'indices': [71, 86]}], 'symbols': [], 'urls': [{'display_url': 'iwillvote.com', 'expanded_url': 'http://www.iwillvote.com', 'indices': [88, 111], 'url': 'https://t.co/tu6W6eS9xR'}], 'hashtags': [{'text': 'iRegistered', 'indices': [112, 124]}]}",register and vote for democrats like hillaryclinton and katiemcgintypa httpstcotuwesxr iregistered httpstcoovdecqadn
7.80805e+17,HillaryClinton,I've been fortunate to meet young Americans from all over the country. We all make choices. This is mine...… https://t.co/bYoUE91TOO,True,AndrewJenks,2016-09-27T16:24:03,"{'user_mentions': [{'id_str': '25017210', 'name': 'Andrew Jenks', 'id': 25017210, 'screen_name': 'AndrewJenks', 'indices': [3, 15]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'iRegistered', 'indices': [124, 136]}]}",ive been fortunate to meet young americans from all over the country we all make choices this is mine httpstcobyouetoo
7.80802e+17,HillaryClinton,"""She gained a massive amount of weight...it was a real problem."" —Trump this morning on Alicia Machado https://t.co/LJPlFegSTs",False,,2016-09-27T16:12:28,"{'media': [{'display_url': 'pic.twitter.com/LJPlFegSTs', 'sizes': {'medium': {'h': 675, 'resize': 'fit', 'w': 1200}, 'small': {'h': 383, 'resize': 'fit', 'w': 680}, 'large': {'h': 720, 'resize': 'fit', 'w': 1280}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'https://twitter.com/HillaryClinton/status/780414643516780544/video/1', 'indices': [103, 126], 'id': 779283252062351360, 'url': 'https://t.co/LJPlFegSTs', 'source_status_id_str': '780414643516780544', 'source_user_id_str': '1339835893', 'source_status_id': 780414643516780544, 'id_str': '779283252062351360', 'source_user_id': 1339835893, 'media_url_https': 'https://pbs.twimg.com/media/CtCSNOoWYAAG96x.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtCSNOoWYAAG96x.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",she gained a massive amount of weightit was a real problem trump this morning on alicia machado httpstcoljplfegsts
7.808e+17,HillaryClinton,"Today is #NationalVoterRegistrationDay - I was beaten, left bloody &amp; unconscious so that every person could register and vote. Do your part.",True,repjohnlewis,2016-09-27T16:03:49,"{'user_mentions': [{'id_str': '29450962', 'name': 'John Lewis', 'id': 29450962, 'screen_name': 'repjohnlewis', 'indices': [3, 16]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [27, 56]}]}",today is nationalvoterregistrationday  i was beaten left bloody amp unconscious so that every person could register and vote do your part
7.80799e+17,HillaryClinton,More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv,True,jasoncollins98,2016-09-27T16:01:04,"{'user_mentions': [{'id_str': '500436115', 'name': 'Jason Collins', 'id': 500436115, 'screen_name': 'jasoncollins98', 'indices': [3, 18]}], 'symbols': [], 'urls': [], 'hashtags': []}",more than  million americans arent registered to vote we have to do better get registered amp spread the word httpstcoiobfpqjv
7.80798e+17,HillaryClinton,"When you have a really, really good night. #SheWon https://t.co/FVeGqhYxRZ",False,,2016-09-27T15:54:07,"{'media': [{'display_url': 'pic.twitter.com/FVeGqhYxRZ', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780797677009244160/photo/1', 'sizes': {'large': {'h': 1456, 'resize': 'fit', 'w': 2048}, 'medium': {'h': 853, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 483, 'resize': 'fit', 'w': 680}}, 'id_str': '780797651046526976', 'indices': [51, 74], 'id': 780797651046526976, 'url': 'https://t.co/FVeGqhYxRZ', 'media_url_https': 'https://pbs.twimg.com/media/CtXzU6gWcAAzy_x.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtXzU6gWcAAzy_x.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'SheWon', 'indices': [43, 50]}]}",when you have a really really good night shewon httpstcofvegqhyxrz
